freq (Hz),Vline (V),Vout (V),"dB20((VF(""/Vout"") / VF(""/Vline""))) (dB)"
3.96E+04,1.00E-02,1.62E-05,-55.83
3.97E+04,1.00E-02,1.62E-05,-55.83
3.98E+04,1.00E-02,1.62E-05,-55.82
3.99E+04,1.00E-02,1.62E-05,-55.81
4.00E+04,1.00E-02,1.62E-05,-55.8
4.01E+04,1.00E-02,1.62E-05,-55.8
4.02E+04,1.00E-02,1.62E-05,-55.79
4.03E+04,1.00E-02,1.63E-05,-55.78
4.04E+04,1.00E-02,1.63E-05,-55.77
4.05E+04,1.00E-02,1.63E-05,-55.77
4.06E+04,1.00E-02,1.63E-05,-55.76
4.06E+04,1.00E-02,1.63E-05,-55.75
4.07E+04,1.00E-02,1.63E-05,-55.74
4.08E+04,1.00E-02,1.63E-05,-55.74
4.09E+04,1.00E-02,1.64E-05,-55.73
4.10E+04,1.00E-02,1.64E-05,-55.72
4.11E+04,1.00E-02,1.64E-05,-55.71
4.12E+04,1.00E-02,1.64E-05,-55.71
4.13E+04,1.00E-02,1.64E-05,-55.7
4.14E+04,1.00E-02,1.64E-05,-55.69
4.15E+04,1.00E-02,1.64E-05,-55.68
4.16E+04,1.00E-02,1.65E-05,-55.68
4.17E+04,1.00E-02,1.65E-05,-55.67
4.18E+04,1.00E-02,1.65E-05,-55.66
4.19E+04,1.00E-02,1.65E-05,-55.65
4.20E+04,1.00E-02,1.65E-05,-55.65
4.21E+04,1.00E-02,1.65E-05,-55.64
4.22E+04,1.00E-02,1.65E-05,-55.63
4.23E+04,1.00E-02,1.66E-05,-55.62
4.24E+04,1.00E-02,1.66E-05,-55.61
4.25E+04,1.00E-02,1.66E-05,-55.61
4.26E+04,1.00E-02,1.66E-05,-55.6
4.27E+04,1.00E-02,1.66E-05,-55.59
4.28E+04,1.00E-02,1.66E-05,-55.58
4.29E+04,1.00E-02,1.67E-05,-55.57
4.30E+04,1.00E-02,1.67E-05,-55.57
4.31E+04,1.00E-02,1.67E-05,-55.56
4.32E+04,1.00E-02,1.67E-05,-55.55
4.33E+04,1.00E-02,1.67E-05,-55.54
4.34E+04,1.00E-02,1.67E-05,-55.53
4.35E+04,1.00E-02,1.67E-05,-55.53
4.36E+04,1.00E-02,1.68E-05,-55.52
4.37E+04,1.00E-02,1.68E-05,-55.51
4.38E+04,1.00E-02,1.68E-05,-55.5
4.39E+04,1.00E-02,1.68E-05,-55.49
4.40E+04,1.00E-02,1.68E-05,-55.48
4.41E+04,1.00E-02,1.68E-05,-55.48
4.42E+04,1.00E-02,1.69E-05,-55.47
4.43E+04,1.00E-02,1.69E-05,-55.46
4.44E+04,1.00E-02,1.69E-05,-55.45
4.45E+04,1.00E-02,1.69E-05,-55.44
4.46E+04,1.00E-02,1.69E-05,-55.43
4.47E+04,1.00E-02,1.69E-05,-55.43
4.48E+04,1.00E-02,1.70E-05,-55.42
4.49E+04,1.00E-02,1.70E-05,-55.41
4.50E+04,1.00E-02,1.70E-05,-55.4
4.51E+04,1.00E-02,1.70E-05,-55.39
4.52E+04,1.00E-02,1.70E-05,-55.38
4.53E+04,1.00E-02,1.70E-05,-55.37
4.54E+04,1.00E-02,1.71E-05,-55.37
4.55E+04,1.00E-02,1.71E-05,-55.36
4.56E+04,1.00E-02,1.71E-05,-55.35
4.57E+04,1.00E-02,1.71E-05,-55.34
4.58E+04,1.00E-02,1.71E-05,-55.33
4.59E+04,1.00E-02,1.71E-05,-55.32
4.60E+04,1.00E-02,1.72E-05,-55.31
4.61E+04,1.00E-02,1.72E-05,-55.3
4.62E+04,1.00E-02,1.72E-05,-55.3
4.63E+04,1.00E-02,1.72E-05,-55.29
4.65E+04,1.00E-02,1.72E-05,-55.28
4.66E+04,1.00E-02,1.72E-05,-55.27
4.67E+04,1.00E-02,1.73E-05,-55.26
4.68E+04,1.00E-02,1.73E-05,-55.25
4.69E+04,1.00E-02,1.73E-05,-55.24
4.70E+04,1.00E-02,1.73E-05,-55.23
4.71E+04,1.00E-02,1.73E-05,-55.22
4.72E+04,1.00E-02,1.74E-05,-55.21
4.73E+04,1.00E-02,1.74E-05,-55.21
4.74E+04,1.00E-02,1.74E-05,-55.2
4.75E+04,1.00E-02,1.74E-05,-55.19
4.76E+04,1.00E-02,1.74E-05,-55.18
4.78E+04,1.00E-02,1.74E-05,-55.17
4.79E+04,1.00E-02,1.75E-05,-55.16
4.80E+04,1.00E-02,1.75E-05,-55.15
4.81E+04,1.00E-02,1.75E-05,-55.14
4.82E+04,1.00E-02,1.75E-05,-55.13
4.83E+04,1.00E-02,1.75E-05,-55.12
4.84E+04,1.00E-02,1.76E-05,-55.11
4.85E+04,1.00E-02,1.76E-05,-55.1
4.86E+04,1.00E-02,1.76E-05,-55.09
4.88E+04,1.00E-02,1.76E-05,-55.08
4.89E+04,1.00E-02,1.76E-05,-55.07
4.90E+04,1.00E-02,1.77E-05,-55.06
4.91E+04,1.00E-02,1.77E-05,-55.05
4.92E+04,1.00E-02,1.77E-05,-55.05
4.93E+04,1.00E-02,1.77E-05,-55.04
4.94E+04,1.00E-02,1.77E-05,-55.03
4.96E+04,1.00E-02,1.78E-05,-55.02
4.97E+04,1.00E-02,1.78E-05,-55.01
4.98E+04,1.00E-02,1.78E-05,-55
4.99E+04,1.00E-02,1.78E-05,-54.99
5.00E+04,1.00E-02,1.78E-05,-54.98
5.01E+04,1.00E-02,1.79E-05,-54.97
5.02E+04,1.00E-02,1.79E-05,-54.96
5.04E+04,1.00E-02,1.79E-05,-54.95
5.05E+04,1.00E-02,1.79E-05,-54.94
5.06E+04,1.00E-02,1.79E-05,-54.93
5.07E+04,1.00E-02,1.80E-05,-54.92
5.08E+04,1.00E-02,1.80E-05,-54.91
5.09E+04,1.00E-02,1.80E-05,-54.9
5.11E+04,1.00E-02,1.80E-05,-54.89
5.12E+04,1.00E-02,1.80E-05,-54.88
5.13E+04,1.00E-02,1.81E-05,-54.87
5.14E+04,1.00E-02,1.81E-05,-54.86
5.15E+04,1.00E-02,1.81E-05,-54.85
5.16E+04,1.00E-02,1.81E-05,-54.84
5.18E+04,1.00E-02,1.81E-05,-54.83
5.19E+04,1.00E-02,1.82E-05,-54.82
5.20E+04,1.00E-02,1.82E-05,-54.81
5.21E+04,1.00E-02,1.82E-05,-54.8
5.22E+04,1.00E-02,1.82E-05,-54.79
5.24E+04,1.00E-02,1.83E-05,-54.77
5.25E+04,1.00E-02,1.83E-05,-54.76
5.26E+04,1.00E-02,1.83E-05,-54.75
5.27E+04,1.00E-02,1.83E-05,-54.74
5.28E+04,1.00E-02,1.83E-05,-54.73
5.30E+04,1.00E-02,1.84E-05,-54.72
5.31E+04,1.00E-02,1.84E-05,-54.71
5.32E+04,1.00E-02,1.84E-05,-54.7
5.33E+04,1.00E-02,1.84E-05,-54.69
5.35E+04,1.00E-02,1.85E-05,-54.68
5.36E+04,1.00E-02,1.85E-05,-54.67
5.37E+04,1.00E-02,1.85E-05,-54.66
5.38E+04,1.00E-02,1.85E-05,-54.65
5.40E+04,1.00E-02,1.85E-05,-54.64
5.41E+04,1.00E-02,1.86E-05,-54.63
5.42E+04,1.00E-02,1.86E-05,-54.62
5.43E+04,1.00E-02,1.86E-05,-54.6
5.45E+04,1.00E-02,1.86E-05,-54.59
5.46E+04,1.00E-02,1.87E-05,-54.58
5.47E+04,1.00E-02,1.87E-05,-54.57
5.48E+04,1.00E-02,1.87E-05,-54.56
5.50E+04,1.00E-02,1.87E-05,-54.55
5.51E+04,1.00E-02,1.88E-05,-54.54
5.52E+04,1.00E-02,1.88E-05,-54.53
5.53E+04,1.00E-02,1.88E-05,-54.52
5.55E+04,1.00E-02,1.88E-05,-54.5
5.56E+04,1.00E-02,1.89E-05,-54.49
5.57E+04,1.00E-02,1.89E-05,-54.48
5.59E+04,1.00E-02,1.89E-05,-54.47
5.60E+04,1.00E-02,1.89E-05,-54.46
5.61E+04,1.00E-02,1.90E-05,-54.45
5.62E+04,1.00E-02,1.90E-05,-54.44
5.64E+04,1.00E-02,1.90E-05,-54.43
5.65E+04,1.00E-02,1.90E-05,-54.41
5.66E+04,1.00E-02,1.91E-05,-54.4
5.68E+04,1.00E-02,1.91E-05,-54.39
5.69E+04,1.00E-02,1.91E-05,-54.38
5.70E+04,1.00E-02,1.91E-05,-54.37
5.72E+04,1.00E-02,1.92E-05,-54.36
5.73E+04,1.00E-02,1.92E-05,-54.35
5.74E+04,1.00E-02,1.92E-05,-54.33
5.75E+04,1.00E-02,1.92E-05,-54.32
5.77E+04,1.00E-02,1.93E-05,-54.31
5.78E+04,1.00E-02,1.93E-05,-54.3
5.79E+04,1.00E-02,1.93E-05,-54.29
5.81E+04,1.00E-02,1.93E-05,-54.28
5.82E+04,1.00E-02,1.94E-05,-54.26
5.83E+04,1.00E-02,1.94E-05,-54.25
5.85E+04,1.00E-02,1.94E-05,-54.24
5.86E+04,1.00E-02,1.94E-05,-54.23
5.88E+04,1.00E-02,1.95E-05,-54.22
5.89E+04,1.00E-02,1.95E-05,-54.2
5.90E+04,1.00E-02,1.95E-05,-54.19
5.92E+04,1.00E-02,1.95E-05,-54.18
5.93E+04,1.00E-02,1.96E-05,-54.17
5.94E+04,1.00E-02,1.96E-05,-54.16
5.96E+04,1.00E-02,1.96E-05,-54.14
5.97E+04,1.00E-02,1.97E-05,-54.13
5.98E+04,1.00E-02,1.97E-05,-54.12
6.00E+04,1.00E-02,1.97E-05,-54.11
6.01E+04,1.00E-02,1.97E-05,-54.09
6.03E+04,1.00E-02,1.98E-05,-54.08
6.04E+04,1.00E-02,1.98E-05,-54.07
6.05E+04,1.00E-02,1.98E-05,-54.06
6.07E+04,1.00E-02,1.99E-05,-54.05
6.08E+04,1.00E-02,1.99E-05,-54.03
6.10E+04,1.00E-02,1.99E-05,-54.02
6.11E+04,1.00E-02,1.99E-05,-54.01
6.12E+04,1.00E-02,2.00E-05,-54
6.14E+04,1.00E-02,2.00E-05,-53.98
6.15E+04,1.00E-02,2.00E-05,-53.97
6.17E+04,1.00E-02,2.01E-05,-53.96
6.18E+04,1.00E-02,2.01E-05,-53.95
6.19E+04,1.00E-02,2.01E-05,-53.93
6.21E+04,1.00E-02,2.01E-05,-53.92
6.22E+04,1.00E-02,2.02E-05,-53.91
6.24E+04,1.00E-02,2.02E-05,-53.89
6.25E+04,1.00E-02,2.02E-05,-53.88
6.27E+04,1.00E-02,2.03E-05,-53.87
6.28E+04,1.00E-02,2.03E-05,-53.86
6.30E+04,1.00E-02,2.03E-05,-53.84
6.31E+04,1.00E-02,2.04E-05,-53.83
6.32E+04,1.00E-02,2.04E-05,-53.82
6.34E+04,1.00E-02,2.04E-05,-53.8
6.35E+04,1.00E-02,2.04E-05,-53.79
6.37E+04,1.00E-02,2.05E-05,-53.78
6.38E+04,1.00E-02,2.05E-05,-53.76
6.40E+04,1.00E-02,2.05E-05,-53.75
6.41E+04,1.00E-02,2.06E-05,-53.74
6.43E+04,1.00E-02,2.06E-05,-53.73
6.44E+04,1.00E-02,2.06E-05,-53.71
6.46E+04,1.00E-02,2.07E-05,-53.7
6.47E+04,1.00E-02,2.07E-05,-53.69
6.49E+04,1.00E-02,2.07E-05,-53.67
6.50E+04,1.00E-02,2.08E-05,-53.66
6.52E+04,1.00E-02,2.08E-05,-53.65
6.53E+04,1.00E-02,2.08E-05,-53.63
6.55E+04,1.00E-02,2.09E-05,-53.62
6.56E+04,1.00E-02,2.09E-05,-53.61
6.58E+04,1.00E-02,2.09E-05,-53.59
6.59E+04,1.00E-02,2.10E-05,-53.58
6.61E+04,1.00E-02,2.10E-05,-53.56
6.62E+04,1.00E-02,2.10E-05,-53.55
6.64E+04,1.00E-02,2.10E-05,-53.54
6.65E+04,1.00E-02,2.11E-05,-53.52
6.67E+04,1.00E-02,2.11E-05,-53.51
6.68E+04,1.00E-02,2.11E-05,-53.5
6.70E+04,1.00E-02,2.12E-05,-53.48
6.71E+04,1.00E-02,2.12E-05,-53.47
6.73E+04,1.00E-02,2.13E-05,-53.45
6.75E+04,1.00E-02,2.13E-05,-53.44
6.76E+04,1.00E-02,2.13E-05,-53.43
6.78E+04,1.00E-02,2.14E-05,-53.41
6.79E+04,1.00E-02,2.14E-05,-53.4
6.81E+04,1.00E-02,2.14E-05,-53.38
6.82E+04,1.00E-02,2.15E-05,-53.37
6.84E+04,1.00E-02,2.15E-05,-53.36
6.86E+04,1.00E-02,2.15E-05,-53.34
6.87E+04,1.00E-02,2.16E-05,-53.33
6.89E+04,1.00E-02,2.16E-05,-53.31
6.90E+04,1.00E-02,2.16E-05,-53.3
6.92E+04,1.00E-02,2.17E-05,-53.29
6.93E+04,1.00E-02,2.17E-05,-53.27
6.95E+04,1.00E-02,2.17E-05,-53.26
6.97E+04,1.00E-02,2.18E-05,-53.24
6.98E+04,1.00E-02,2.18E-05,-53.23
7.00E+04,1.00E-02,2.18E-05,-53.21
7.02E+04,1.00E-02,2.19E-05,-53.2
7.03E+04,1.00E-02,2.19E-05,-53.18
7.05E+04,1.00E-02,2.20E-05,-53.17
7.06E+04,1.00E-02,2.20E-05,-53.16
7.08E+04,1.00E-02,2.20E-05,-53.14
7.10E+04,1.00E-02,2.21E-05,-53.13
7.11E+04,1.00E-02,2.21E-05,-53.11
7.13E+04,1.00E-02,2.21E-05,-53.1
7.15E+04,1.00E-02,2.22E-05,-53.08
7.16E+04,1.00E-02,2.22E-05,-53.07
7.18E+04,1.00E-02,2.23E-05,-53.05
7.19E+04,1.00E-02,2.23E-05,-53.04
7.21E+04,1.00E-02,2.23E-05,-53.02
7.23E+04,1.00E-02,2.24E-05,-53.01
7.24E+04,1.00E-02,2.24E-05,-52.99
7.26E+04,1.00E-02,2.25E-05,-52.98
7.28E+04,1.00E-02,2.25E-05,-52.96
7.30E+04,1.00E-02,2.25E-05,-52.95
7.31E+04,1.00E-02,2.26E-05,-52.93
7.33E+04,1.00E-02,2.26E-05,-52.92
7.35E+04,1.00E-02,2.26E-05,-52.9
7.36E+04,1.00E-02,2.27E-05,-52.89
7.38E+04,1.00E-02,2.27E-05,-52.87
7.40E+04,1.00E-02,2.28E-05,-52.86
7.41E+04,1.00E-02,2.28E-05,-52.84
7.43E+04,1.00E-02,2.28E-05,-52.83
7.45E+04,1.00E-02,2.29E-05,-52.81
7.46E+04,1.00E-02,2.29E-05,-52.79
7.48E+04,1.00E-02,2.30E-05,-52.78
7.50E+04,1.00E-02,2.30E-05,-52.76
7.52E+04,1.00E-02,2.31E-05,-52.75
7.53E+04,1.00E-02,2.31E-05,-52.73
7.55E+04,1.00E-02,2.31E-05,-52.72
7.57E+04,1.00E-02,2.32E-05,-52.7
7.59E+04,1.00E-02,2.32E-05,-52.68
7.60E+04,1.00E-02,2.33E-05,-52.67
7.62E+04,1.00E-02,2.33E-05,-52.65
7.64E+04,1.00E-02,2.33E-05,-52.64
7.66E+04,1.00E-02,2.34E-05,-52.62
7.67E+04,1.00E-02,2.34E-05,-52.61
7.69E+04,1.00E-02,2.35E-05,-52.59
7.71E+04,1.00E-02,2.35E-05,-52.57
7.73E+04,1.00E-02,2.36E-05,-52.56
7.75E+04,1.00E-02,2.36E-05,-52.54
7.76E+04,1.00E-02,2.36E-05,-52.53
7.78E+04,1.00E-02,2.37E-05,-52.51
7.80E+04,1.00E-02,2.37E-05,-52.49
7.82E+04,1.00E-02,2.38E-05,-52.48
7.83E+04,1.00E-02,2.38E-05,-52.46
7.85E+04,1.00E-02,2.39E-05,-52.45
7.87E+04,1.00E-02,2.39E-05,-52.43
7.89E+04,1.00E-02,2.40E-05,-52.41
7.91E+04,1.00E-02,2.40E-05,-52.4
7.93E+04,1.00E-02,2.40E-05,-52.38
7.94E+04,1.00E-02,2.41E-05,-52.36
7.96E+04,1.00E-02,2.41E-05,-52.35
7.98E+04,1.00E-02,2.42E-05,-52.33
8.00E+04,1.00E-02,2.42E-05,-52.31
8.02E+04,1.00E-02,2.43E-05,-52.3
8.04E+04,1.00E-02,2.43E-05,-52.28
8.05E+04,1.00E-02,2.44E-05,-52.26
8.07E+04,1.00E-02,2.44E-05,-52.25
8.09E+04,1.00E-02,2.45E-05,-52.23
8.11E+04,1.00E-02,2.45E-05,-52.21
8.13E+04,1.00E-02,2.46E-05,-52.2
8.15E+04,1.00E-02,2.46E-05,-52.18
8.17E+04,1.00E-02,2.47E-05,-52.16
8.19E+04,1.00E-02,2.47E-05,-52.15
8.20E+04,1.00E-02,2.48E-05,-52.13
8.22E+04,1.00E-02,2.48E-05,-52.11
8.24E+04,1.00E-02,2.49E-05,-52.09
8.26E+04,1.00E-02,2.49E-05,-52.08
8.28E+04,1.00E-02,2.49E-05,-52.06
8.30E+04,1.00E-02,2.50E-05,-52.04
8.32E+04,1.00E-02,2.50E-05,-52.03
8.34E+04,1.00E-02,2.51E-05,-52.01
8.36E+04,1.00E-02,2.51E-05,-51.99
8.38E+04,1.00E-02,2.52E-05,-51.97
8.40E+04,1.00E-02,2.52E-05,-51.96
8.41E+04,1.00E-02,2.53E-05,-51.94
8.43E+04,1.00E-02,2.53E-05,-51.92
8.45E+04,1.00E-02,2.54E-05,-51.9
8.47E+04,1.00E-02,2.55E-05,-51.89
8.49E+04,1.00E-02,2.55E-05,-51.87
8.51E+04,1.00E-02,2.56E-05,-51.85
8.53E+04,1.00E-02,2.56E-05,-51.83
8.55E+04,1.00E-02,2.57E-05,-51.82
8.57E+04,1.00E-02,2.57E-05,-51.8
8.59E+04,1.00E-02,2.58E-05,-51.78
8.61E+04,1.00E-02,2.58E-05,-51.76
8.63E+04,1.00E-02,2.59E-05,-51.75
8.65E+04,1.00E-02,2.59E-05,-51.73
8.67E+04,1.00E-02,2.60E-05,-51.71
8.69E+04,1.00E-02,2.60E-05,-51.69
8.71E+04,1.00E-02,2.61E-05,-51.67
8.73E+04,1.00E-02,2.61E-05,-51.66
8.75E+04,1.00E-02,2.62E-05,-51.64
8.77E+04,1.00E-02,2.62E-05,-51.62
8.79E+04,1.00E-02,2.63E-05,-51.6
8.81E+04,1.00E-02,2.64E-05,-51.58
8.83E+04,1.00E-02,2.64E-05,-51.57
8.85E+04,1.00E-02,2.65E-05,-51.55
8.87E+04,1.00E-02,2.65E-05,-51.53
8.89E+04,1.00E-02,2.66E-05,-51.51
8.91E+04,1.00E-02,2.66E-05,-51.49
8.93E+04,1.00E-02,2.67E-05,-51.47
8.95E+04,1.00E-02,2.67E-05,-51.46
8.97E+04,1.00E-02,2.68E-05,-51.44
9.00E+04,1.00E-02,2.69E-05,-51.42
9.02E+04,1.00E-02,2.69E-05,-51.4
9.04E+04,1.00E-02,2.70E-05,-51.38
9.06E+04,1.00E-02,2.70E-05,-51.36
9.08E+04,1.00E-02,2.71E-05,-51.34
9.10E+04,1.00E-02,2.72E-05,-51.32
9.12E+04,1.00E-02,2.72E-05,-51.31
9.14E+04,1.00E-02,2.73E-05,-51.29
9.16E+04,1.00E-02,2.73E-05,-51.27
9.18E+04,1.00E-02,2.74E-05,-51.25
9.20E+04,1.00E-02,2.75E-05,-51.23
9.23E+04,1.00E-02,2.75E-05,-51.21
9.25E+04,1.00E-02,2.76E-05,-51.19
9.27E+04,1.00E-02,2.76E-05,-51.17
9.29E+04,1.00E-02,2.77E-05,-51.15
9.31E+04,1.00E-02,2.78E-05,-51.13
9.33E+04,1.00E-02,2.78E-05,-51.12
9.35E+04,1.00E-02,2.79E-05,-51.1
9.38E+04,1.00E-02,2.79E-05,-51.08
9.40E+04,1.00E-02,2.80E-05,-51.06
9.42E+04,1.00E-02,2.81E-05,-51.04
9.44E+04,1.00E-02,2.81E-05,-51.02
9.46E+04,1.00E-02,2.82E-05,-51
9.48E+04,1.00E-02,2.83E-05,-50.98
9.51E+04,1.00E-02,2.83E-05,-50.96
9.53E+04,1.00E-02,2.84E-05,-50.94
9.55E+04,1.00E-02,2.84E-05,-50.92
9.57E+04,1.00E-02,2.85E-05,-50.9
9.59E+04,1.00E-02,2.86E-05,-50.88
9.62E+04,1.00E-02,2.86E-05,-50.86
9.64E+04,1.00E-02,2.87E-05,-50.84
9.66E+04,1.00E-02,2.88E-05,-50.82
9.68E+04,1.00E-02,2.88E-05,-50.8
9.71E+04,1.00E-02,2.89E-05,-50.78
9.73E+04,1.00E-02,2.90E-05,-50.76
9.75E+04,1.00E-02,2.90E-05,-50.74
9.77E+04,1.00E-02,2.91E-05,-50.72
9.80E+04,1.00E-02,2.92E-05,-50.7
9.82E+04,1.00E-02,2.92E-05,-50.68
9.84E+04,1.00E-02,2.93E-05,-50.66
9.86E+04,1.00E-02,2.94E-05,-50.64
9.89E+04,1.00E-02,2.94E-05,-50.62
9.91E+04,1.00E-02,2.95E-05,-50.6
9.93E+04,1.00E-02,2.96E-05,-50.58
9.95E+04,1.00E-02,2.97E-05,-50.56
9.98E+04,1.00E-02,2.97E-05,-50.54
1.00E+05,1.00E-02,2.98E-05,-50.52
1.00E+05,1.00E-02,2.99E-05,-50.5
1.01E+05,1.00E-02,2.99E-05,-50.48
1.01E+05,1.00E-02,3.00E-05,-50.46
1.01E+05,1.00E-02,3.01E-05,-50.44
1.01E+05,1.00E-02,3.01E-05,-50.42
1.01E+05,1.00E-02,3.02E-05,-50.4
1.02E+05,1.00E-02,3.03E-05,-50.37
1.02E+05,1.00E-02,3.04E-05,-50.35
1.02E+05,1.00E-02,3.04E-05,-50.33
1.02E+05,1.00E-02,3.05E-05,-50.31
1.03E+05,1.00E-02,3.06E-05,-50.29
1.03E+05,1.00E-02,3.07E-05,-50.27
1.03E+05,1.00E-02,3.07E-05,-50.25
1.03E+05,1.00E-02,3.08E-05,-50.23
1.04E+05,1.00E-02,3.09E-05,-50.21
1.04E+05,1.00E-02,3.10E-05,-50.18
1.04E+05,1.00E-02,3.10E-05,-50.16
1.04E+05,1.00E-02,3.11E-05,-50.14
1.05E+05,1.00E-02,3.12E-05,-50.12
1.05E+05,1.00E-02,3.13E-05,-50.1
1.05E+05,1.00E-02,3.13E-05,-50.08
1.05E+05,1.00E-02,3.14E-05,-50.06
1.05E+05,1.00E-02,3.15E-05,-50.03
1.06E+05,1.00E-02,3.16E-05,-50.01
1.06E+05,1.00E-02,3.17E-05,-49.99
1.06E+05,1.00E-02,3.17E-05,-49.97
1.06E+05,1.00E-02,3.18E-05,-49.95
1.07E+05,1.00E-02,3.19E-05,-49.93
1.07E+05,1.00E-02,3.20E-05,-49.9
1.07E+05,1.00E-02,3.21E-05,-49.88
1.07E+05,1.00E-02,3.21E-05,-49.86
1.08E+05,1.00E-02,3.22E-05,-49.84
1.08E+05,1.00E-02,3.23E-05,-49.82
1.08E+05,1.00E-02,3.24E-05,-49.79
1.08E+05,1.00E-02,3.25E-05,-49.77
1.09E+05,1.00E-02,3.26E-05,-49.75
1.09E+05,1.00E-02,3.26E-05,-49.73
1.09E+05,1.00E-02,3.27E-05,-49.71
1.09E+05,1.00E-02,3.28E-05,-49.68
1.10E+05,1.00E-02,3.29E-05,-49.66
1.10E+05,1.00E-02,3.30E-05,-49.64
1.10E+05,1.00E-02,3.31E-05,-49.62
1.10E+05,1.00E-02,3.31E-05,-49.59
1.11E+05,1.00E-02,3.32E-05,-49.57
1.11E+05,1.00E-02,3.33E-05,-49.55
1.11E+05,1.00E-02,3.34E-05,-49.53
1.11E+05,1.00E-02,3.35E-05,-49.5
1.12E+05,1.00E-02,3.36E-05,-49.48
1.12E+05,1.00E-02,3.37E-05,-49.46
1.12E+05,1.00E-02,3.38E-05,-49.43
1.13E+05,1.00E-02,3.38E-05,-49.41
1.13E+05,1.00E-02,3.39E-05,-49.39
1.13E+05,1.00E-02,3.40E-05,-49.36
1.13E+05,1.00E-02,3.41E-05,-49.34
1.14E+05,1.00E-02,3.42E-05,-49.32
1.14E+05,1.00E-02,3.43E-05,-49.3
1.14E+05,1.00E-02,3.44E-05,-49.27
1.14E+05,1.00E-02,3.45E-05,-49.25
1.15E+05,1.00E-02,3.46E-05,-49.23
1.15E+05,1.00E-02,3.47E-05,-49.2
1.15E+05,1.00E-02,3.48E-05,-49.18
1.15E+05,1.00E-02,3.49E-05,-49.15
1.16E+05,1.00E-02,3.50E-05,-49.13
1.16E+05,1.00E-02,3.50E-05,-49.11
1.16E+05,1.00E-02,3.51E-05,-49.08
1.16E+05,1.00E-02,3.52E-05,-49.06
1.17E+05,1.00E-02,3.53E-05,-49.04
1.17E+05,1.00E-02,3.54E-05,-49.01
1.17E+05,1.00E-02,3.55E-05,-48.99
1.18E+05,1.00E-02,3.56E-05,-48.96
1.18E+05,1.00E-02,3.57E-05,-48.94
1.18E+05,1.00E-02,3.58E-05,-48.92
1.18E+05,1.00E-02,3.59E-05,-48.89
1.19E+05,1.00E-02,3.60E-05,-48.87
1.19E+05,1.00E-02,3.61E-05,-48.84
1.19E+05,1.00E-02,3.62E-05,-48.82
1.19E+05,1.00E-02,3.63E-05,-48.8
1.20E+05,1.00E-02,3.64E-05,-48.77
1.20E+05,1.00E-02,3.65E-05,-48.75
1.20E+05,1.00E-02,3.66E-05,-48.72
1.21E+05,1.00E-02,3.67E-05,-48.7
1.21E+05,1.00E-02,3.68E-05,-48.67
1.21E+05,1.00E-02,3.70E-05,-48.65
1.21E+05,1.00E-02,3.71E-05,-48.62
1.22E+05,1.00E-02,3.72E-05,-48.6
1.22E+05,1.00E-02,3.73E-05,-48.57
1.22E+05,1.00E-02,3.74E-05,-48.55
1.23E+05,1.00E-02,3.75E-05,-48.52
1.23E+05,1.00E-02,3.76E-05,-48.5
1.23E+05,1.00E-02,3.77E-05,-48.47
1.23E+05,1.00E-02,3.78E-05,-48.45
1.24E+05,1.00E-02,3.79E-05,-48.42
1.24E+05,1.00E-02,3.80E-05,-48.4
1.24E+05,1.00E-02,3.81E-05,-48.37
1.25E+05,1.00E-02,3.83E-05,-48.35
1.25E+05,1.00E-02,3.84E-05,-48.32
1.25E+05,1.00E-02,3.85E-05,-48.3
1.25E+05,1.00E-02,3.86E-05,-48.27
1.26E+05,1.00E-02,3.87E-05,-48.25
1.26E+05,1.00E-02,3.88E-05,-48.22
1.26E+05,1.00E-02,3.89E-05,-48.19
1.27E+05,1.00E-02,3.91E-05,-48.17
1.27E+05,1.00E-02,3.92E-05,-48.14
1.27E+05,1.00E-02,3.93E-05,-48.12
1.27E+05,1.00E-02,3.94E-05,-48.09
1.28E+05,1.00E-02,3.95E-05,-48.06
1.28E+05,1.00E-02,3.96E-05,-48.04
1.28E+05,1.00E-02,3.98E-05,-48.01
1.29E+05,1.00E-02,3.99E-05,-47.99
1.29E+05,1.00E-02,4.00E-05,-47.96
1.29E+05,1.00E-02,4.01E-05,-47.93
1.29E+05,1.00E-02,4.02E-05,-47.91
1.30E+05,1.00E-02,4.04E-05,-47.88
1.30E+05,1.00E-02,4.05E-05,-47.85
1.30E+05,1.00E-02,4.06E-05,-47.83
1.31E+05,1.00E-02,4.07E-05,-47.8
1.31E+05,1.00E-02,4.09E-05,-47.77
1.31E+05,1.00E-02,4.10E-05,-47.75
1.32E+05,1.00E-02,4.11E-05,-47.72
1.32E+05,1.00E-02,4.12E-05,-47.69
1.32E+05,1.00E-02,4.14E-05,-47.67
1.32E+05,1.00E-02,4.15E-05,-47.64
1.33E+05,1.00E-02,4.16E-05,-47.61
1.33E+05,1.00E-02,4.18E-05,-47.59
1.33E+05,1.00E-02,4.19E-05,-47.56
1.34E+05,1.00E-02,4.20E-05,-47.53
1.34E+05,1.00E-02,4.22E-05,-47.5
1.34E+05,1.00E-02,4.23E-05,-47.48
1.35E+05,1.00E-02,4.24E-05,-47.45
1.35E+05,1.00E-02,4.26E-05,-47.42
1.35E+05,1.00E-02,4.27E-05,-47.39
1.36E+05,1.00E-02,4.28E-05,-47.37
1.36E+05,1.00E-02,4.30E-05,-47.34
