freq (Hz),Vline (V),Vout (V),"dB20((VF(""/Vout"") / VF(""/Vline""))) (dB)"
1.49E+03,1.00E-02,1.31E-05,-57.67
1.49E+03,1.00E-02,1.31E-05,-57.67
1.49E+03,1.00E-02,1.31E-05,-57.67
1.50E+03,1.00E-02,1.31E-05,-57.67
1.50E+03,1.00E-02,1.31E-05,-57.67
1.50E+03,1.00E-02,1.31E-05,-57.67
1.51E+03,1.00E-02,1.31E-05,-57.67
1.51E+03,1.00E-02,1.31E-05,-57.67
1.51E+03,1.00E-02,1.31E-05,-57.67
1.52E+03,1.00E-02,1.31E-05,-57.67
1.52E+03,1.00E-02,1.31E-05,-57.67
1.52E+03,1.00E-02,1.31E-05,-57.67
1.53E+03,1.00E-02,1.31E-05,-57.67
1.53E+03,1.00E-02,1.31E-05,-57.67
1.54E+03,1.00E-02,1.31E-05,-57.67
1.54E+03,1.00E-02,1.31E-05,-57.67
1.54E+03,1.00E-02,1.31E-05,-57.67
1.55E+03,1.00E-02,1.31E-05,-57.67
1.55E+03,1.00E-02,1.31E-05,-57.67
1.55E+03,1.00E-02,1.31E-05,-57.67
1.56E+03,1.00E-02,1.31E-05,-57.67
1.56E+03,1.00E-02,1.31E-05,-57.67
1.56E+03,1.00E-02,1.31E-05,-57.67
1.57E+03,1.00E-02,1.31E-05,-57.67
1.57E+03,1.00E-02,1.31E-05,-57.67
1.57E+03,1.00E-02,1.31E-05,-57.67
1.58E+03,1.00E-02,1.31E-05,-57.67
1.58E+03,1.00E-02,1.31E-05,-57.67
1.59E+03,1.00E-02,1.31E-05,-57.67
1.59E+03,1.00E-02,1.31E-05,-57.67
1.59E+03,1.00E-02,1.31E-05,-57.67
1.60E+03,1.00E-02,1.31E-05,-57.67
1.60E+03,1.00E-02,1.31E-05,-57.67
1.60E+03,1.00E-02,1.31E-05,-57.67
1.61E+03,1.00E-02,1.31E-05,-57.67
1.61E+03,1.00E-02,1.31E-05,-57.67
1.61E+03,1.00E-02,1.31E-05,-57.67
1.62E+03,1.00E-02,1.31E-05,-57.67
1.62E+03,1.00E-02,1.31E-05,-57.67
1.63E+03,1.00E-02,1.31E-05,-57.67
1.63E+03,1.00E-02,1.31E-05,-57.67
1.63E+03,1.00E-02,1.31E-05,-57.67
1.64E+03,1.00E-02,1.31E-05,-57.67
1.64E+03,1.00E-02,1.31E-05,-57.67
1.64E+03,1.00E-02,1.31E-05,-57.67
1.65E+03,1.00E-02,1.31E-05,-57.67
1.65E+03,1.00E-02,1.31E-05,-57.67
1.66E+03,1.00E-02,1.31E-05,-57.67
1.66E+03,1.00E-02,1.31E-05,-57.67
1.66E+03,1.00E-02,1.31E-05,-57.67
1.67E+03,1.00E-02,1.31E-05,-57.67
1.67E+03,1.00E-02,1.31E-05,-57.67
1.68E+03,1.00E-02,1.31E-05,-57.67
1.68E+03,1.00E-02,1.31E-05,-57.67
1.68E+03,1.00E-02,1.31E-05,-57.67
1.69E+03,1.00E-02,1.31E-05,-57.67
1.69E+03,1.00E-02,1.31E-05,-57.67
1.69E+03,1.00E-02,1.31E-05,-57.67
1.70E+03,1.00E-02,1.31E-05,-57.67
1.70E+03,1.00E-02,1.31E-05,-57.67
1.71E+03,1.00E-02,1.31E-05,-57.67
1.71E+03,1.00E-02,1.31E-05,-57.67
1.71E+03,1.00E-02,1.31E-05,-57.67
1.72E+03,1.00E-02,1.31E-05,-57.67
1.72E+03,1.00E-02,1.31E-05,-57.67
1.73E+03,1.00E-02,1.31E-05,-57.67
1.73E+03,1.00E-02,1.31E-05,-57.67
1.73E+03,1.00E-02,1.31E-05,-57.67
1.74E+03,1.00E-02,1.31E-05,-57.67
1.74E+03,1.00E-02,1.31E-05,-57.67
1.75E+03,1.00E-02,1.31E-05,-57.67
1.75E+03,1.00E-02,1.31E-05,-57.67
1.75E+03,1.00E-02,1.31E-05,-57.67
1.76E+03,1.00E-02,1.31E-05,-57.67
1.76E+03,1.00E-02,1.31E-05,-57.67
1.77E+03,1.00E-02,1.31E-05,-57.67
1.77E+03,1.00E-02,1.31E-05,-57.67
1.77E+03,1.00E-02,1.31E-05,-57.67
1.78E+03,1.00E-02,1.31E-05,-57.67
1.78E+03,1.00E-02,1.31E-05,-57.67
1.79E+03,1.00E-02,1.31E-05,-57.67
1.79E+03,1.00E-02,1.31E-05,-57.67
1.80E+03,1.00E-02,1.31E-05,-57.67
1.80E+03,1.00E-02,1.31E-05,-57.67
1.80E+03,1.00E-02,1.31E-05,-57.67
1.81E+03,1.00E-02,1.31E-05,-57.67
1.81E+03,1.00E-02,1.31E-05,-57.67
1.82E+03,1.00E-02,1.31E-05,-57.67
1.82E+03,1.00E-02,1.31E-05,-57.67
1.82E+03,1.00E-02,1.31E-05,-57.67
1.83E+03,1.00E-02,1.31E-05,-57.67
1.83E+03,1.00E-02,1.31E-05,-57.67
1.84E+03,1.00E-02,1.31E-05,-57.67
1.84E+03,1.00E-02,1.31E-05,-57.67
1.85E+03,1.00E-02,1.31E-05,-57.67
1.85E+03,1.00E-02,1.31E-05,-57.67
1.85E+03,1.00E-02,1.31E-05,-57.67
1.86E+03,1.00E-02,1.31E-05,-57.67
1.86E+03,1.00E-02,1.31E-05,-57.67
1.87E+03,1.00E-02,1.31E-05,-57.67
1.87E+03,1.00E-02,1.31E-05,-57.67
1.88E+03,1.00E-02,1.31E-05,-57.67
1.88E+03,1.00E-02,1.31E-05,-57.67
1.88E+03,1.00E-02,1.31E-05,-57.67
1.89E+03,1.00E-02,1.31E-05,-57.67
1.89E+03,1.00E-02,1.31E-05,-57.67
1.90E+03,1.00E-02,1.31E-05,-57.67
1.90E+03,1.00E-02,1.31E-05,-57.67
1.91E+03,1.00E-02,1.31E-05,-57.67
1.91E+03,1.00E-02,1.31E-05,-57.67
1.91E+03,1.00E-02,1.31E-05,-57.67
1.92E+03,1.00E-02,1.31E-05,-57.67
1.92E+03,1.00E-02,1.31E-05,-57.67
1.93E+03,1.00E-02,1.31E-05,-57.67
1.93E+03,1.00E-02,1.31E-05,-57.67
1.94E+03,1.00E-02,1.31E-05,-57.67
1.94E+03,1.00E-02,1.31E-05,-57.67
1.95E+03,1.00E-02,1.31E-05,-57.67
1.95E+03,1.00E-02,1.31E-05,-57.67
1.95E+03,1.00E-02,1.31E-05,-57.67
1.96E+03,1.00E-02,1.31E-05,-57.67
1.96E+03,1.00E-02,1.31E-05,-57.67
1.97E+03,1.00E-02,1.31E-05,-57.67
1.97E+03,1.00E-02,1.31E-05,-57.67
1.98E+03,1.00E-02,1.31E-05,-57.67
1.98E+03,1.00E-02,1.31E-05,-57.67
1.99E+03,1.00E-02,1.31E-05,-57.67
1.99E+03,1.00E-02,1.31E-05,-57.67
2.00E+03,1.00E-02,1.31E-05,-57.67
2.00E+03,1.00E-02,1.31E-05,-57.67
2.00E+03,1.00E-02,1.31E-05,-57.67
2.01E+03,1.00E-02,1.31E-05,-57.67
2.01E+03,1.00E-02,1.31E-05,-57.67
2.02E+03,1.00E-02,1.31E-05,-57.67
2.02E+03,1.00E-02,1.31E-05,-57.67
2.03E+03,1.00E-02,1.31E-05,-57.67
2.03E+03,1.00E-02,1.31E-05,-57.67
2.04E+03,1.00E-02,1.31E-05,-57.67
2.04E+03,1.00E-02,1.31E-05,-57.67
2.05E+03,1.00E-02,1.31E-05,-57.67
2.05E+03,1.00E-02,1.31E-05,-57.67
2.06E+03,1.00E-02,1.31E-05,-57.67
2.06E+03,1.00E-02,1.31E-05,-57.67
2.07E+03,1.00E-02,1.31E-05,-57.67
2.07E+03,1.00E-02,1.31E-05,-57.67
2.08E+03,1.00E-02,1.31E-05,-57.66
2.08E+03,1.00E-02,1.31E-05,-57.66
2.08E+03,1.00E-02,1.31E-05,-57.66
2.09E+03,1.00E-02,1.31E-05,-57.66
2.09E+03,1.00E-02,1.31E-05,-57.66
2.10E+03,1.00E-02,1.31E-05,-57.66
2.10E+03,1.00E-02,1.31E-05,-57.66
2.11E+03,1.00E-02,1.31E-05,-57.66
2.11E+03,1.00E-02,1.31E-05,-57.66
2.12E+03,1.00E-02,1.31E-05,-57.66
2.12E+03,1.00E-02,1.31E-05,-57.66
2.13E+03,1.00E-02,1.31E-05,-57.66
2.13E+03,1.00E-02,1.31E-05,-57.66
2.14E+03,1.00E-02,1.31E-05,-57.66
2.14E+03,1.00E-02,1.31E-05,-57.66
2.15E+03,1.00E-02,1.31E-05,-57.66
2.15E+03,1.00E-02,1.31E-05,-57.66
2.16E+03,1.00E-02,1.31E-05,-57.66
2.16E+03,1.00E-02,1.31E-05,-57.66
2.17E+03,1.00E-02,1.31E-05,-57.66
2.17E+03,1.00E-02,1.31E-05,-57.66
2.18E+03,1.00E-02,1.31E-05,-57.66
2.18E+03,1.00E-02,1.31E-05,-57.66
2.19E+03,1.00E-02,1.31E-05,-57.66
2.19E+03,1.00E-02,1.31E-05,-57.66
2.20E+03,1.00E-02,1.31E-05,-57.66
2.20E+03,1.00E-02,1.31E-05,-57.66
2.21E+03,1.00E-02,1.31E-05,-57.66
2.21E+03,1.00E-02,1.31E-05,-57.66
2.22E+03,1.00E-02,1.31E-05,-57.66
2.22E+03,1.00E-02,1.31E-05,-57.66
2.23E+03,1.00E-02,1.31E-05,-57.66
2.23E+03,1.00E-02,1.31E-05,-57.66
2.24E+03,1.00E-02,1.31E-05,-57.66
2.24E+03,1.00E-02,1.31E-05,-57.66
2.25E+03,1.00E-02,1.31E-05,-57.66
2.25E+03,1.00E-02,1.31E-05,-57.66
2.26E+03,1.00E-02,1.31E-05,-57.66
2.27E+03,1.00E-02,1.31E-05,-57.66
2.27E+03,1.00E-02,1.31E-05,-57.66
2.28E+03,1.00E-02,1.31E-05,-57.66
2.28E+03,1.00E-02,1.31E-05,-57.66
2.29E+03,1.00E-02,1.31E-05,-57.66
2.29E+03,1.00E-02,1.31E-05,-57.66
2.30E+03,1.00E-02,1.31E-05,-57.66
2.30E+03,1.00E-02,1.31E-05,-57.66
2.31E+03,1.00E-02,1.31E-05,-57.66
2.31E+03,1.00E-02,1.31E-05,-57.66
2.32E+03,1.00E-02,1.31E-05,-57.66
2.32E+03,1.00E-02,1.31E-05,-57.66
2.33E+03,1.00E-02,1.31E-05,-57.66
2.33E+03,1.00E-02,1.31E-05,-57.66
2.34E+03,1.00E-02,1.31E-05,-57.66
2.34E+03,1.00E-02,1.31E-05,-57.66
2.35E+03,1.00E-02,1.31E-05,-57.66
2.36E+03,1.00E-02,1.31E-05,-57.66
2.36E+03,1.00E-02,1.31E-05,-57.66
2.37E+03,1.00E-02,1.31E-05,-57.66
2.37E+03,1.00E-02,1.31E-05,-57.66
2.38E+03,1.00E-02,1.31E-05,-57.66
2.38E+03,1.00E-02,1.31E-05,-57.66
2.39E+03,1.00E-02,1.31E-05,-57.66
2.39E+03,1.00E-02,1.31E-05,-57.66
2.40E+03,1.00E-02,1.31E-05,-57.66
2.40E+03,1.00E-02,1.31E-05,-57.66
2.41E+03,1.00E-02,1.31E-05,-57.66
2.42E+03,1.00E-02,1.31E-05,-57.66
2.42E+03,1.00E-02,1.31E-05,-57.66
2.43E+03,1.00E-02,1.31E-05,-57.66
2.43E+03,1.00E-02,1.31E-05,-57.66
2.44E+03,1.00E-02,1.31E-05,-57.66
2.44E+03,1.00E-02,1.31E-05,-57.66
2.45E+03,1.00E-02,1.31E-05,-57.66
2.46E+03,1.00E-02,1.31E-05,-57.66
2.46E+03,1.00E-02,1.31E-05,-57.66
2.47E+03,1.00E-02,1.31E-05,-57.66
2.47E+03,1.00E-02,1.31E-05,-57.66
2.48E+03,1.00E-02,1.31E-05,-57.66
2.48E+03,1.00E-02,1.31E-05,-57.66
2.49E+03,1.00E-02,1.31E-05,-57.66
2.50E+03,1.00E-02,1.31E-05,-57.66
2.50E+03,1.00E-02,1.31E-05,-57.66
2.51E+03,1.00E-02,1.31E-05,-57.66
2.51E+03,1.00E-02,1.31E-05,-57.66
2.52E+03,1.00E-02,1.31E-05,-57.66
2.52E+03,1.00E-02,1.31E-05,-57.66
2.53E+03,1.00E-02,1.31E-05,-57.66
2.54E+03,1.00E-02,1.31E-05,-57.66
2.54E+03,1.00E-02,1.31E-05,-57.66
2.55E+03,1.00E-02,1.31E-05,-57.66
2.55E+03,1.00E-02,1.31E-05,-57.66
2.56E+03,1.00E-02,1.31E-05,-57.66
2.56E+03,1.00E-02,1.31E-05,-57.66
2.57E+03,1.00E-02,1.31E-05,-57.66
2.58E+03,1.00E-02,1.31E-05,-57.66
2.58E+03,1.00E-02,1.31E-05,-57.66
2.59E+03,1.00E-02,1.31E-05,-57.66
2.59E+03,1.00E-02,1.31E-05,-57.66
2.60E+03,1.00E-02,1.31E-05,-57.66
2.61E+03,1.00E-02,1.31E-05,-57.66
2.61E+03,1.00E-02,1.31E-05,-57.66
2.62E+03,1.00E-02,1.31E-05,-57.66
2.62E+03,1.00E-02,1.31E-05,-57.66
2.63E+03,1.00E-02,1.31E-05,-57.66
2.64E+03,1.00E-02,1.31E-05,-57.66
2.64E+03,1.00E-02,1.31E-05,-57.66
2.65E+03,1.00E-02,1.31E-05,-57.66
2.66E+03,1.00E-02,1.31E-05,-57.66
2.66E+03,1.00E-02,1.31E-05,-57.66
2.67E+03,1.00E-02,1.31E-05,-57.66
2.67E+03,1.00E-02,1.31E-05,-57.66
2.68E+03,1.00E-02,1.31E-05,-57.66
2.69E+03,1.00E-02,1.31E-05,-57.66
2.69E+03,1.00E-02,1.31E-05,-57.66
2.70E+03,1.00E-02,1.31E-05,-57.66
2.70E+03,1.00E-02,1.31E-05,-57.66
2.71E+03,1.00E-02,1.31E-05,-57.66
2.72E+03,1.00E-02,1.31E-05,-57.66
2.72E+03,1.00E-02,1.31E-05,-57.66
2.73E+03,1.00E-02,1.31E-05,-57.66
2.74E+03,1.00E-02,1.31E-05,-57.66
2.74E+03,1.00E-02,1.31E-05,-57.66
2.75E+03,1.00E-02,1.31E-05,-57.66
2.75E+03,1.00E-02,1.31E-05,-57.66
2.76E+03,1.00E-02,1.31E-05,-57.66
2.77E+03,1.00E-02,1.31E-05,-57.66
2.77E+03,1.00E-02,1.31E-05,-57.66
2.78E+03,1.00E-02,1.31E-05,-57.66
2.79E+03,1.00E-02,1.31E-05,-57.66
2.79E+03,1.00E-02,1.31E-05,-57.66
2.80E+03,1.00E-02,1.31E-05,-57.66
2.81E+03,1.00E-02,1.31E-05,-57.66
2.81E+03,1.00E-02,1.31E-05,-57.66
2.82E+03,1.00E-02,1.31E-05,-57.66
2.83E+03,1.00E-02,1.31E-05,-57.66
2.83E+03,1.00E-02,1.31E-05,-57.66
2.84E+03,1.00E-02,1.31E-05,-57.66
2.84E+03,1.00E-02,1.31E-05,-57.66
2.85E+03,1.00E-02,1.31E-05,-57.66
2.86E+03,1.00E-02,1.31E-05,-57.66
2.86E+03,1.00E-02,1.31E-05,-57.66
2.87E+03,1.00E-02,1.31E-05,-57.66
2.88E+03,1.00E-02,1.31E-05,-57.66
2.88E+03,1.00E-02,1.31E-05,-57.66
2.89E+03,1.00E-02,1.31E-05,-57.66
2.90E+03,1.00E-02,1.31E-05,-57.66
2.90E+03,1.00E-02,1.31E-05,-57.66
2.91E+03,1.00E-02,1.31E-05,-57.66
2.92E+03,1.00E-02,1.31E-05,-57.66
2.92E+03,1.00E-02,1.31E-05,-57.66
2.93E+03,1.00E-02,1.31E-05,-57.66
2.94E+03,1.00E-02,1.31E-05,-57.66
2.94E+03,1.00E-02,1.31E-05,-57.66
2.95E+03,1.00E-02,1.31E-05,-57.66
2.96E+03,1.00E-02,1.31E-05,-57.66
2.97E+03,1.00E-02,1.31E-05,-57.66
2.97E+03,1.00E-02,1.31E-05,-57.66
2.98E+03,1.00E-02,1.31E-05,-57.66
2.99E+03,1.00E-02,1.31E-05,-57.66
2.99E+03,1.00E-02,1.31E-05,-57.66
3.00E+03,1.00E-02,1.31E-05,-57.66
3.01E+03,1.00E-02,1.31E-05,-57.66
3.01E+03,1.00E-02,1.31E-05,-57.66
3.02E+03,1.00E-02,1.31E-05,-57.66
3.03E+03,1.00E-02,1.31E-05,-57.66
3.03E+03,1.00E-02,1.31E-05,-57.66
3.04E+03,1.00E-02,1.31E-05,-57.66
3.05E+03,1.00E-02,1.31E-05,-57.66
3.06E+03,1.00E-02,1.31E-05,-57.66
3.06E+03,1.00E-02,1.31E-05,-57.66
3.07E+03,1.00E-02,1.31E-05,-57.66
3.08E+03,1.00E-02,1.31E-05,-57.66
3.08E+03,1.00E-02,1.31E-05,-57.66
3.09E+03,1.00E-02,1.31E-05,-57.66
3.10E+03,1.00E-02,1.31E-05,-57.66
3.11E+03,1.00E-02,1.31E-05,-57.66
3.11E+03,1.00E-02,1.31E-05,-57.66
3.12E+03,1.00E-02,1.31E-05,-57.66
3.13E+03,1.00E-02,1.31E-05,-57.66
3.13E+03,1.00E-02,1.31E-05,-57.66
3.14E+03,1.00E-02,1.31E-05,-57.66
3.15E+03,1.00E-02,1.31E-05,-57.66
3.16E+03,1.00E-02,1.31E-05,-57.66
3.16E+03,1.00E-02,1.31E-05,-57.66
3.17E+03,1.00E-02,1.31E-05,-57.66
3.18E+03,1.00E-02,1.31E-05,-57.66
3.18E+03,1.00E-02,1.31E-05,-57.66
3.19E+03,1.00E-02,1.31E-05,-57.66
3.20E+03,1.00E-02,1.31E-05,-57.66
3.21E+03,1.00E-02,1.31E-05,-57.66
3.21E+03,1.00E-02,1.31E-05,-57.66
3.22E+03,1.00E-02,1.31E-05,-57.66
3.23E+03,1.00E-02,1.31E-05,-57.66
3.24E+03,1.00E-02,1.31E-05,-57.66
3.24E+03,1.00E-02,1.31E-05,-57.66
3.25E+03,1.00E-02,1.31E-05,-57.66
3.26E+03,1.00E-02,1.31E-05,-57.66
3.27E+03,1.00E-02,1.31E-05,-57.66
3.27E+03,1.00E-02,1.31E-05,-57.66
3.28E+03,1.00E-02,1.31E-05,-57.66
3.29E+03,1.00E-02,1.31E-05,-57.66
3.30E+03,1.00E-02,1.31E-05,-57.66
3.30E+03,1.00E-02,1.31E-05,-57.66
3.31E+03,1.00E-02,1.31E-05,-57.66
3.32E+03,1.00E-02,1.31E-05,-57.66
3.33E+03,1.00E-02,1.31E-05,-57.66
3.33E+03,1.00E-02,1.31E-05,-57.66
3.34E+03,1.00E-02,1.31E-05,-57.66
3.35E+03,1.00E-02,1.31E-05,-57.66
3.36E+03,1.00E-02,1.31E-05,-57.66
3.37E+03,1.00E-02,1.31E-05,-57.66
3.37E+03,1.00E-02,1.31E-05,-57.66
3.38E+03,1.00E-02,1.31E-05,-57.66
3.39E+03,1.00E-02,1.31E-05,-57.65
3.40E+03,1.00E-02,1.31E-05,-57.65
3.40E+03,1.00E-02,1.31E-05,-57.65
3.41E+03,1.00E-02,1.31E-05,-57.65
3.42E+03,1.00E-02,1.31E-05,-57.65
3.43E+03,1.00E-02,1.31E-05,-57.65
3.44E+03,1.00E-02,1.31E-05,-57.65
3.44E+03,1.00E-02,1.31E-05,-57.65
3.45E+03,1.00E-02,1.31E-05,-57.65
3.46E+03,1.00E-02,1.31E-05,-57.65
3.47E+03,1.00E-02,1.31E-05,-57.65
3.48E+03,1.00E-02,1.31E-05,-57.65
3.48E+03,1.00E-02,1.31E-05,-57.65
3.49E+03,1.00E-02,1.31E-05,-57.65
3.50E+03,1.00E-02,1.31E-05,-57.65
3.51E+03,1.00E-02,1.31E-05,-57.65
3.52E+03,1.00E-02,1.31E-05,-57.65
3.52E+03,1.00E-02,1.31E-05,-57.65
3.53E+03,1.00E-02,1.31E-05,-57.65
3.54E+03,1.00E-02,1.31E-05,-57.65
3.55E+03,1.00E-02,1.31E-05,-57.65
3.56E+03,1.00E-02,1.31E-05,-57.65
3.57E+03,1.00E-02,1.31E-05,-57.65
3.57E+03,1.00E-02,1.31E-05,-57.65
3.58E+03,1.00E-02,1.31E-05,-57.65
3.59E+03,1.00E-02,1.31E-05,-57.65
3.60E+03,1.00E-02,1.31E-05,-57.65
3.61E+03,1.00E-02,1.31E-05,-57.65
3.61E+03,1.00E-02,1.31E-05,-57.65
3.62E+03,1.00E-02,1.31E-05,-57.65
3.63E+03,1.00E-02,1.31E-05,-57.65
3.64E+03,1.00E-02,1.31E-05,-57.65
3.65E+03,1.00E-02,1.31E-05,-57.65
3.66E+03,1.00E-02,1.31E-05,-57.65
3.66E+03,1.00E-02,1.31E-05,-57.65
3.67E+03,1.00E-02,1.31E-05,-57.65
3.68E+03,1.00E-02,1.31E-05,-57.65
3.69E+03,1.00E-02,1.31E-05,-57.65
3.70E+03,1.00E-02,1.31E-05,-57.65
3.71E+03,1.00E-02,1.31E-05,-57.65
3.72E+03,1.00E-02,1.31E-05,-57.65
3.72E+03,1.00E-02,1.31E-05,-57.65
3.73E+03,1.00E-02,1.31E-05,-57.65
3.74E+03,1.00E-02,1.31E-05,-57.65
3.75E+03,1.00E-02,1.31E-05,-57.65
3.76E+03,1.00E-02,1.31E-05,-57.65
3.77E+03,1.00E-02,1.31E-05,-57.65
3.78E+03,1.00E-02,1.31E-05,-57.65
3.78E+03,1.00E-02,1.31E-05,-57.65
3.79E+03,1.00E-02,1.31E-05,-57.65
3.80E+03,1.00E-02,1.31E-05,-57.65
3.81E+03,1.00E-02,1.31E-05,-57.65
3.82E+03,1.00E-02,1.31E-05,-57.65
3.83E+03,1.00E-02,1.31E-05,-57.65
3.84E+03,1.00E-02,1.31E-05,-57.65
3.85E+03,1.00E-02,1.31E-05,-57.65
3.86E+03,1.00E-02,1.31E-05,-57.65
3.86E+03,1.00E-02,1.31E-05,-57.65
3.87E+03,1.00E-02,1.31E-05,-57.65
3.88E+03,1.00E-02,1.31E-05,-57.65
3.89E+03,1.00E-02,1.31E-05,-57.65
3.90E+03,1.00E-02,1.31E-05,-57.65
3.91E+03,1.00E-02,1.31E-05,-57.65
3.92E+03,1.00E-02,1.31E-05,-57.65
3.93E+03,1.00E-02,1.31E-05,-57.65
3.94E+03,1.00E-02,1.31E-05,-57.65
3.95E+03,1.00E-02,1.31E-05,-57.65
3.95E+03,1.00E-02,1.31E-05,-57.65
3.96E+03,1.00E-02,1.31E-05,-57.65
3.97E+03,1.00E-02,1.31E-05,-57.65
3.98E+03,1.00E-02,1.31E-05,-57.65
3.99E+03,1.00E-02,1.31E-05,-57.65
4.00E+03,1.00E-02,1.31E-05,-57.65
4.01E+03,1.00E-02,1.31E-05,-57.65
4.02E+03,1.00E-02,1.31E-05,-57.65
4.03E+03,1.00E-02,1.31E-05,-57.65
4.04E+03,1.00E-02,1.31E-05,-57.65
4.05E+03,1.00E-02,1.31E-05,-57.65
4.06E+03,1.00E-02,1.31E-05,-57.65
4.06E+03,1.00E-02,1.31E-05,-57.65
4.07E+03,1.00E-02,1.31E-05,-57.65
4.08E+03,1.00E-02,1.31E-05,-57.65
4.09E+03,1.00E-02,1.31E-05,-57.65
4.10E+03,1.00E-02,1.31E-05,-57.65
4.11E+03,1.00E-02,1.31E-05,-57.65
4.12E+03,1.00E-02,1.31E-05,-57.65
4.13E+03,1.00E-02,1.31E-05,-57.65
4.14E+03,1.00E-02,1.31E-05,-57.65
4.15E+03,1.00E-02,1.31E-05,-57.65
4.16E+03,1.00E-02,1.31E-05,-57.65
4.17E+03,1.00E-02,1.31E-05,-57.65
4.18E+03,1.00E-02,1.31E-05,-57.65
4.19E+03,1.00E-02,1.31E-05,-57.65
4.20E+03,1.00E-02,1.31E-05,-57.65
4.21E+03,1.00E-02,1.31E-05,-57.65
4.22E+03,1.00E-02,1.31E-05,-57.65
4.23E+03,1.00E-02,1.31E-05,-57.65
4.24E+03,1.00E-02,1.31E-05,-57.65
4.25E+03,1.00E-02,1.31E-05,-57.65
4.26E+03,1.00E-02,1.31E-05,-57.65
4.27E+03,1.00E-02,1.31E-05,-57.65
4.28E+03,1.00E-02,1.31E-05,-57.65
4.29E+03,1.00E-02,1.31E-05,-57.65
4.30E+03,1.00E-02,1.31E-05,-57.65
4.31E+03,1.00E-02,1.31E-05,-57.65
4.32E+03,1.00E-02,1.31E-05,-57.64
4.33E+03,1.00E-02,1.31E-05,-57.64
4.34E+03,1.00E-02,1.31E-05,-57.64
4.35E+03,1.00E-02,1.31E-05,-57.64
4.36E+03,1.00E-02,1.31E-05,-57.64
4.37E+03,1.00E-02,1.31E-05,-57.64
4.38E+03,1.00E-02,1.31E-05,-57.64
4.39E+03,1.00E-02,1.31E-05,-57.64
4.40E+03,1.00E-02,1.31E-05,-57.64
4.41E+03,1.00E-02,1.31E-05,-57.64
4.42E+03,1.00E-02,1.31E-05,-57.64
4.43E+03,1.00E-02,1.31E-05,-57.64
4.44E+03,1.00E-02,1.31E-05,-57.64
4.45E+03,1.00E-02,1.31E-05,-57.64
4.46E+03,1.00E-02,1.31E-05,-57.64
4.47E+03,1.00E-02,1.31E-05,-57.64
4.48E+03,1.00E-02,1.31E-05,-57.64
4.49E+03,1.00E-02,1.31E-05,-57.64
4.50E+03,1.00E-02,1.31E-05,-57.64
4.51E+03,1.00E-02,1.31E-05,-57.64
4.52E+03,1.00E-02,1.31E-05,-57.64
4.53E+03,1.00E-02,1.31E-05,-57.64
4.54E+03,1.00E-02,1.31E-05,-57.64
4.55E+03,1.00E-02,1.31E-05,-57.64
4.56E+03,1.00E-02,1.31E-05,-57.64
4.57E+03,1.00E-02,1.31E-05,-57.64
4.58E+03,1.00E-02,1.31E-05,-57.64
4.59E+03,1.00E-02,1.31E-05,-57.64
4.60E+03,1.00E-02,1.31E-05,-57.64
4.61E+03,1.00E-02,1.31E-05,-57.64
4.62E+03,1.00E-02,1.31E-05,-57.64
4.63E+03,1.00E-02,1.31E-05,-57.64
4.65E+03,1.00E-02,1.31E-05,-57.64
4.66E+03,1.00E-02,1.31E-05,-57.64
4.67E+03,1.00E-02,1.31E-05,-57.64
4.68E+03,1.00E-02,1.31E-05,-57.64
4.69E+03,1.00E-02,1.31E-05,-57.64
4.70E+03,1.00E-02,1.31E-05,-57.64
4.71E+03,1.00E-02,1.31E-05,-57.64
4.72E+03,1.00E-02,1.31E-05,-57.64
4.73E+03,1.00E-02,1.31E-05,-57.64
4.74E+03,1.00E-02,1.31E-05,-57.64
4.75E+03,1.00E-02,1.31E-05,-57.64
4.76E+03,1.00E-02,1.31E-05,-57.64
4.78E+03,1.00E-02,1.31E-05,-57.64
4.79E+03,1.00E-02,1.31E-05,-57.64
4.80E+03,1.00E-02,1.31E-05,-57.64
4.81E+03,1.00E-02,1.31E-05,-57.64
4.82E+03,1.00E-02,1.31E-05,-57.64
4.83E+03,1.00E-02,1.31E-05,-57.64
4.84E+03,1.00E-02,1.31E-05,-57.64
4.85E+03,1.00E-02,1.31E-05,-57.64
4.86E+03,1.00E-02,1.31E-05,-57.64
4.88E+03,1.00E-02,1.31E-05,-57.64
4.89E+03,1.00E-02,1.31E-05,-57.64
4.90E+03,1.00E-02,1.31E-05,-57.64
4.91E+03,1.00E-02,1.31E-05,-57.64
4.92E+03,1.00E-02,1.31E-05,-57.64
4.93E+03,1.00E-02,1.31E-05,-57.64
4.94E+03,1.00E-02,1.31E-05,-57.64
4.96E+03,1.00E-02,1.31E-05,-57.64
4.97E+03,1.00E-02,1.31E-05,-57.64
4.98E+03,1.00E-02,1.31E-05,-57.64
4.99E+03,1.00E-02,1.31E-05,-57.64
5.00E+03,1.00E-02,1.31E-05,-57.64
5.01E+03,1.00E-02,1.31E-05,-57.64
5.02E+03,1.00E-02,1.31E-05,-57.64
5.04E+03,1.00E-02,1.31E-05,-57.64
5.05E+03,1.00E-02,1.31E-05,-57.64
5.06E+03,1.00E-02,1.31E-05,-57.64
5.07E+03,1.00E-02,1.31E-05,-57.64
5.08E+03,1.00E-02,1.31E-05,-57.63
5.09E+03,1.00E-02,1.31E-05,-57.63
