freq (Hz),dB20((VF("/Vout") / VF("/Vline"))) (dB),Vout (V),Vline (V)
42.66E3,-60.46,9.488E-6,10.00E-3
42.76E3,-60.44,9.511E-6,10.00E-3
42.85E3,-60.41,9.535E-6,10.00E-3
42.95E3,-60.39,9.559E-6,10.00E-3
43.05E3,-60.37,9.583E-6,10.00E-3
43.15E3,-60.35,9.607E-6,10.00E-3
43.25E3,-60.33,9.631E-6,10.00E-3
43.35E3,-60.30,9.656E-6,10.00E-3
43.45E3,-60.28,9.680E-6,10.00E-3
43.55E3,-60.26,9.704E-6,10.00E-3
43.65E3,-60.24,9.729E-6,10.00E-3
43.75E3,-60.22,9.753E-6,10.00E-3
43.85E3,-60.20,9.778E-6,10.00E-3
43.95E3,-60.17,9.802E-6,10.00E-3
44.06E3,-60.15,9.827E-6,10.00E-3
44.16E3,-60.13,9.852E-6,10.00E-3
44.26E3,-60.11,9.877E-6,10.00E-3
44.36E3,-60.09,9.902E-6,10.00E-3
44.46E3,-60.06,9.927E-6,10.00E-3
44.57E3,-60.04,9.952E-6,10.00E-3
44.67E3,-60.02,9.977E-6,10.00E-3
44.77E3,-60.00,10.00E-6,10.00E-3
44.87E3,-59.98,10.03E-6,10.00E-3
44.98E3,-59.95,10.05E-6,10.00E-3
45.08E3,-59.93,10.08E-6,10.00E-3
45.19E3,-59.91,10.10E-6,10.00E-3
45.29E3,-59.89,10.13E-6,10.00E-3
45.39E3,-59.87,10.15E-6,10.00E-3
45.50E3,-59.84,10.18E-6,10.00E-3
45.60E3,-59.82,10.21E-6,10.00E-3
45.71E3,-59.80,10.23E-6,10.00E-3
45.81E3,-59.78,10.26E-6,10.00E-3
45.92E3,-59.76,10.28E-6,10.00E-3
46.03E3,-59.73,10.31E-6,10.00E-3
46.13E3,-59.71,10.34E-6,10.00E-3
46.24E3,-59.69,10.36E-6,10.00E-3
46.34E3,-59.67,10.39E-6,10.00E-3
46.45E3,-59.65,10.42E-6,10.00E-3
46.56E3,-59.62,10.44E-6,10.00E-3
46.67E3,-59.60,10.47E-6,10.00E-3
46.77E3,-59.58,10.50E-6,10.00E-3
46.88E3,-59.56,10.52E-6,10.00E-3
46.99E3,-59.54,10.55E-6,10.00E-3
47.10E3,-59.51,10.58E-6,10.00E-3
47.21E3,-59.49,10.60E-6,10.00E-3
47.32E3,-59.47,10.63E-6,10.00E-3
47.42E3,-59.45,10.66E-6,10.00E-3
47.53E3,-59.43,10.68E-6,10.00E-3
47.64E3,-59.40,10.71E-6,10.00E-3
47.75E3,-59.38,10.74E-6,10.00E-3
47.86E3,-59.36,10.77E-6,10.00E-3
47.97E3,-59.34,10.79E-6,10.00E-3
48.08E3,-59.31,10.82E-6,10.00E-3
48.19E3,-59.29,10.85E-6,10.00E-3
48.31E3,-59.27,10.88E-6,10.00E-3
48.42E3,-59.25,10.91E-6,10.00E-3
48.53E3,-59.23,10.93E-6,10.00E-3
48.64E3,-59.20,10.96E-6,10.00E-3
48.75E3,-59.18,10.99E-6,10.00E-3
48.87E3,-59.16,11.02E-6,10.00E-3
48.98E3,-59.14,11.05E-6,10.00E-3
49.09E3,-59.11,11.07E-6,10.00E-3
49.20E3,-59.09,11.10E-6,10.00E-3
49.32E3,-59.07,11.13E-6,10.00E-3
49.43E3,-59.05,11.16E-6,10.00E-3
49.55E3,-59.02,11.19E-6,10.00E-3
49.66E3,-59.00,11.22E-6,10.00E-3
49.77E3,-58.98,11.25E-6,10.00E-3
49.89E3,-58.96,11.28E-6,10.00E-3
50.00E3,-58.94,11.30E-6,10.00E-3
50.12E3,-58.91,11.33E-6,10.00E-3
50.23E3,-58.89,11.36E-6,10.00E-3
50.35E3,-58.87,11.39E-6,10.00E-3
50.47E3,-58.85,11.42E-6,10.00E-3
50.58E3,-58.82,11.45E-6,10.00E-3
50.70E3,-58.80,11.48E-6,10.00E-3
50.82E3,-58.78,11.51E-6,10.00E-3
50.93E3,-58.76,11.54E-6,10.00E-3
51.05E3,-58.73,11.57E-6,10.00E-3
51.17E3,-58.71,11.60E-6,10.00E-3
51.29E3,-58.69,11.63E-6,10.00E-3
51.40E3,-58.67,11.66E-6,10.00E-3
51.52E3,-58.64,11.69E-6,10.00E-3
51.64E3,-58.62,11.72E-6,10.00E-3
51.76E3,-58.60,11.75E-6,10.00E-3
51.88E3,-58.58,11.78E-6,10.00E-3
52.00E3,-58.55,11.81E-6,10.00E-3
52.12E3,-58.53,11.84E-6,10.00E-3
52.24E3,-58.51,11.87E-6,10.00E-3
52.36E3,-58.49,11.91E-6,10.00E-3
52.48E3,-58.46,11.94E-6,10.00E-3
52.60E3,-58.44,11.97E-6,10.00E-3
52.72E3,-58.42,12.00E-6,10.00E-3
52.84E3,-58.39,12.03E-6,10.00E-3
52.97E3,-58.37,12.06E-6,10.00E-3
53.09E3,-58.35,12.09E-6,10.00E-3
53.21E3,-58.33,12.12E-6,10.00E-3
53.33E3,-58.30,12.16E-6,10.00E-3
53.46E3,-58.28,12.19E-6,10.00E-3
53.58E3,-58.26,12.22E-6,10.00E-3
53.70E3,-58.24,12.25E-6,10.00E-3
53.83E3,-58.21,12.28E-6,10.00E-3
53.95E3,-58.19,12.32E-6,10.00E-3
54.08E3,-58.17,12.35E-6,10.00E-3
54.20E3,-58.14,12.38E-6,10.00E-3
54.33E3,-58.12,12.41E-6,10.00E-3
54.45E3,-58.10,12.45E-6,10.00E-3
54.58E3,-58.08,12.48E-6,10.00E-3
54.70E3,-58.05,12.51E-6,10.00E-3
54.83E3,-58.03,12.55E-6,10.00E-3
54.95E3,-58.01,12.58E-6,10.00E-3
55.08E3,-57.98,12.61E-6,10.00E-3
55.21E3,-57.96,12.64E-6,10.00E-3
55.34E3,-57.94,12.68E-6,10.00E-3
55.46E3,-57.92,12.71E-6,10.00E-3
55.59E3,-57.89,12.75E-6,10.00E-3
55.72E3,-57.87,12.78E-6,10.00E-3
55.85E3,-57.85,12.81E-6,10.00E-3
55.98E3,-57.82,12.85E-6,10.00E-3
56.10E3,-57.80,12.88E-6,10.00E-3
56.23E3,-57.78,12.91E-6,10.00E-3
56.36E3,-57.76,12.95E-6,10.00E-3
56.49E3,-57.73,12.98E-6,10.00E-3
56.62E3,-57.71,13.02E-6,10.00E-3
56.75E3,-57.69,13.05E-6,10.00E-3
56.89E3,-57.66,13.09E-6,10.00E-3
57.02E3,-57.64,13.12E-6,10.00E-3
57.15E3,-57.62,13.16E-6,10.00E-3
57.28E3,-57.59,13.19E-6,10.00E-3
57.41E3,-57.57,13.23E-6,10.00E-3
57.54E3,-57.55,13.26E-6,10.00E-3
57.68E3,-57.52,13.30E-6,10.00E-3
57.81E3,-57.50,13.33E-6,10.00E-3
57.94E3,-57.48,13.37E-6,10.00E-3
58.08E3,-57.46,13.40E-6,10.00E-3
58.21E3,-57.43,13.44E-6,10.00E-3
58.34E3,-57.41,13.48E-6,10.00E-3
58.48E3,-57.39,13.51E-6,10.00E-3
58.61E3,-57.36,13.55E-6,10.00E-3
58.75E3,-57.34,13.58E-6,10.00E-3
58.88E3,-57.32,13.62E-6,10.00E-3
59.02E3,-57.29,13.66E-6,10.00E-3
59.16E3,-57.27,13.69E-6,10.00E-3
59.29E3,-57.25,13.73E-6,10.00E-3
59.43E3,-57.22,13.77E-6,10.00E-3
59.57E3,-57.20,13.81E-6,10.00E-3
59.70E3,-57.18,13.84E-6,10.00E-3
59.84E3,-57.15,13.88E-6,10.00E-3
59.98E3,-57.13,13.92E-6,10.00E-3
60.12E3,-57.11,13.95E-6,10.00E-3
60.26E3,-57.08,13.99E-6,10.00E-3
60.39E3,-57.06,14.03E-6,10.00E-3
60.53E3,-57.04,14.07E-6,10.00E-3
60.67E3,-57.01,14.11E-6,10.00E-3
60.81E3,-56.99,14.14E-6,10.00E-3
60.95E3,-56.97,14.18E-6,10.00E-3
61.09E3,-56.94,14.22E-6,10.00E-3
61.24E3,-56.92,14.26E-6,10.00E-3
61.38E3,-56.89,14.30E-6,10.00E-3
61.52E3,-56.87,14.34E-6,10.00E-3
61.66E3,-56.85,14.38E-6,10.00E-3
61.80E3,-56.82,14.41E-6,10.00E-3
61.94E3,-56.80,14.45E-6,10.00E-3
62.09E3,-56.78,14.49E-6,10.00E-3
62.23E3,-56.75,14.53E-6,10.00E-3
62.37E3,-56.73,14.57E-6,10.00E-3
62.52E3,-56.71,14.61E-6,10.00E-3
62.66E3,-56.68,14.65E-6,10.00E-3
62.81E3,-56.66,14.69E-6,10.00E-3
62.95E3,-56.63,14.73E-6,10.00E-3
63.10E3,-56.61,14.77E-6,10.00E-3
63.24E3,-56.59,14.81E-6,10.00E-3
63.39E3,-56.56,14.85E-6,10.00E-3
63.53E3,-56.54,14.89E-6,10.00E-3
63.68E3,-56.52,14.93E-6,10.00E-3
63.83E3,-56.49,14.98E-6,10.00E-3
63.97E3,-56.47,15.02E-6,10.00E-3
64.12E3,-56.44,15.06E-6,10.00E-3
64.27E3,-56.42,15.10E-6,10.00E-3
64.42E3,-56.40,15.14E-6,10.00E-3
64.57E3,-56.37,15.18E-6,10.00E-3
64.71E3,-56.35,15.22E-6,10.00E-3
64.86E3,-56.33,15.27E-6,10.00E-3
65.01E3,-56.30,15.31E-6,10.00E-3
65.16E3,-56.28,15.35E-6,10.00E-3
65.31E3,-56.25,15.39E-6,10.00E-3
65.46E3,-56.23,15.44E-6,10.00E-3
65.61E3,-56.21,15.48E-6,10.00E-3
65.77E3,-56.18,15.52E-6,10.00E-3
65.92E3,-56.16,15.56E-6,10.00E-3
66.07E3,-56.13,15.61E-6,10.00E-3
66.22E3,-56.11,15.65E-6,10.00E-3
66.37E3,-56.09,15.69E-6,10.00E-3
66.53E3,-56.06,15.74E-6,10.00E-3
66.68E3,-56.04,15.78E-6,10.00E-3
66.83E3,-56.01,15.82E-6,10.00E-3
66.99E3,-55.99,15.87E-6,10.00E-3
67.14E3,-55.97,15.91E-6,10.00E-3
67.30E3,-55.94,15.96E-6,10.00E-3
67.45E3,-55.92,16.00E-6,10.00E-3
67.61E3,-55.89,16.05E-6,10.00E-3
67.76E3,-55.87,16.09E-6,10.00E-3
67.92E3,-55.84,16.14E-6,10.00E-3
68.08E3,-55.82,16.18E-6,10.00E-3
68.23E3,-55.80,16.23E-6,10.00E-3
68.39E3,-55.77,16.27E-6,10.00E-3
68.55E3,-55.75,16.32E-6,10.00E-3
68.71E3,-55.72,16.36E-6,10.00E-3
68.87E3,-55.70,16.41E-6,10.00E-3
69.02E3,-55.67,16.45E-6,10.00E-3
69.18E3,-55.65,16.50E-6,10.00E-3
69.34E3,-55.63,16.55E-6,10.00E-3
69.50E3,-55.60,16.59E-6,10.00E-3
69.66E3,-55.58,16.64E-6,10.00E-3
69.82E3,-55.55,16.69E-6,10.00E-3
69.98E3,-55.53,16.73E-6,10.00E-3
70.15E3,-55.50,16.78E-6,10.00E-3
70.31E3,-55.48,16.83E-6,10.00E-3
70.47E3,-55.45,16.88E-6,10.00E-3
70.63E3,-55.43,16.92E-6,10.00E-3
70.79E3,-55.41,16.97E-6,10.00E-3
70.96E3,-55.38,17.02E-6,10.00E-3
71.12E3,-55.36,17.07E-6,10.00E-3
71.29E3,-55.33,17.12E-6,10.00E-3
71.45E3,-55.31,17.17E-6,10.00E-3
71.61E3,-55.28,17.21E-6,10.00E-3
71.78E3,-55.26,17.26E-6,10.00E-3
71.94E3,-55.23,17.31E-6,10.00E-3
72.11E3,-55.21,17.36E-6,10.00E-3
72.28E3,-55.18,17.41E-6,10.00E-3
72.44E3,-55.16,17.46E-6,10.00E-3
72.61E3,-55.13,17.51E-6,10.00E-3
72.78E3,-55.11,17.56E-6,10.00E-3
72.95E3,-55.08,17.61E-6,10.00E-3
73.11E3,-55.06,17.66E-6,10.00E-3
73.28E3,-55.04,17.71E-6,10.00E-3
73.45E3,-55.01,17.76E-6,10.00E-3
73.62E3,-54.99,17.81E-6,10.00E-3
73.79E3,-54.96,17.86E-6,10.00E-3
73.96E3,-54.94,17.92E-6,10.00E-3
74.13E3,-54.91,17.97E-6,10.00E-3
74.30E3,-54.89,18.02E-6,10.00E-3
74.47E3,-54.86,18.07E-6,10.00E-3
74.64E3,-54.84,18.12E-6,10.00E-3
74.82E3,-54.81,18.17E-6,10.00E-3
74.99E3,-54.79,18.23E-6,10.00E-3
75.16E3,-54.76,18.28E-6,10.00E-3
75.34E3,-54.74,18.33E-6,10.00E-3
75.51E3,-54.71,18.38E-6,10.00E-3
75.68E3,-54.69,18.44E-6,10.00E-3
75.86E3,-54.66,18.49E-6,10.00E-3
76.03E3,-54.64,18.54E-6,10.00E-3
76.21E3,-54.61,18.60E-6,10.00E-3
76.38E3,-54.59,18.65E-6,10.00E-3
76.56E3,-54.56,18.71E-6,10.00E-3
76.74E3,-54.53,18.76E-6,10.00E-3
76.91E3,-54.51,18.82E-6,10.00E-3
77.09E3,-54.48,18.87E-6,10.00E-3
77.27E3,-54.46,18.92E-6,10.00E-3
77.45E3,-54.43,18.98E-6,10.00E-3
77.62E3,-54.41,19.04E-6,10.00E-3
77.80E3,-54.38,19.09E-6,10.00E-3
77.98E3,-54.36,19.15E-6,10.00E-3
78.16E3,-54.33,19.20E-6,10.00E-3
78.34E3,-54.31,19.26E-6,10.00E-3
78.52E3,-54.28,19.31E-6,10.00E-3
78.70E3,-54.26,19.37E-6,10.00E-3
78.89E3,-54.23,19.43E-6,10.00E-3
79.07E3,-54.21,19.49E-6,10.00E-3
79.25E3,-54.18,19.54E-6,10.00E-3
79.43E3,-54.15,19.60E-6,10.00E-3
79.62E3,-54.13,19.66E-6,10.00E-3
79.80E3,-54.10,19.72E-6,10.00E-3
79.98E3,-54.08,19.77E-6,10.00E-3
80.17E3,-54.05,19.83E-6,10.00E-3
80.35E3,-54.03,19.89E-6,10.00E-3
80.54E3,-54.00,19.95E-6,10.00E-3
80.72E3,-53.98,20.01E-6,10.00E-3
80.91E3,-53.95,20.07E-6,10.00E-3
81.10E3,-53.92,20.13E-6,10.00E-3
81.28E3,-53.90,20.19E-6,10.00E-3
81.47E3,-53.87,20.25E-6,10.00E-3
81.66E3,-53.85,20.31E-6,10.00E-3
81.85E3,-53.82,20.37E-6,10.00E-3
82.04E3,-53.80,20.43E-6,10.00E-3
82.22E3,-53.77,20.49E-6,10.00E-3
82.41E3,-53.74,20.55E-6,10.00E-3
82.60E3,-53.72,20.61E-6,10.00E-3
82.79E3,-53.69,20.67E-6,10.00E-3
82.99E3,-53.67,20.73E-6,10.00E-3
83.18E3,-53.64,20.79E-6,10.00E-3
83.37E3,-53.62,20.85E-6,10.00E-3
83.56E3,-53.59,20.92E-6,10.00E-3
83.75E3,-53.56,20.98E-6,10.00E-3
83.95E3,-53.54,21.04E-6,10.00E-3
84.14E3,-53.51,21.11E-6,10.00E-3
84.33E3,-53.49,21.17E-6,10.00E-3
84.53E3,-53.46,21.23E-6,10.00E-3
84.72E3,-53.43,21.30E-6,10.00E-3
84.92E3,-53.41,21.36E-6,10.00E-3
85.11E3,-53.38,21.42E-6,10.00E-3
85.31E3,-53.36,21.49E-6,10.00E-3
85.51E3,-53.33,21.55E-6,10.00E-3
85.70E3,-53.30,21.62E-6,10.00E-3
85.90E3,-53.28,21.68E-6,10.00E-3
86.10E3,-53.25,21.75E-6,10.00E-3
86.30E3,-53.23,21.81E-6,10.00E-3
86.50E3,-53.20,21.88E-6,10.00E-3
86.70E3,-53.17,21.94E-6,10.00E-3
86.90E3,-53.15,22.01E-6,10.00E-3
87.10E3,-53.12,22.08E-6,10.00E-3
87.30E3,-53.09,22.14E-6,10.00E-3
87.50E3,-53.07,22.21E-6,10.00E-3
87.70E3,-53.04,22.28E-6,10.00E-3
87.90E3,-53.02,22.35E-6,10.00E-3
88.10E3,-52.99,22.41E-6,10.00E-3
88.31E3,-52.96,22.48E-6,10.00E-3
88.51E3,-52.94,22.55E-6,10.00E-3
88.72E3,-52.91,22.62E-6,10.00E-3
88.92E3,-52.88,22.69E-6,10.00E-3
89.13E3,-52.86,22.76E-6,10.00E-3
89.33E3,-52.83,22.83E-6,10.00E-3
89.54E3,-52.81,22.89E-6,10.00E-3
89.74E3,-52.78,22.96E-6,10.00E-3
89.95E3,-52.75,23.03E-6,10.00E-3
90.16E3,-52.73,23.10E-6,10.00E-3
90.36E3,-52.70,23.18E-6,10.00E-3
90.57E3,-52.67,23.25E-6,10.00E-3
90.78E3,-52.65,23.32E-6,10.00E-3
90.99E3,-52.62,23.39E-6,10.00E-3
91.20E3,-52.59,23.46E-6,10.00E-3
91.41E3,-52.57,23.53E-6,10.00E-3
91.62E3,-52.54,23.60E-6,10.00E-3
91.83E3,-52.51,23.68E-6,10.00E-3
92.04E3,-52.49,23.75E-6,10.00E-3
92.26E3,-52.46,23.82E-6,10.00E-3
92.47E3,-52.43,23.89E-6,10.00E-3
92.68E3,-52.41,23.97E-6,10.00E-3
92.90E3,-52.38,24.04E-6,10.00E-3
93.11E3,-52.35,24.12E-6,10.00E-3
93.33E3,-52.33,24.19E-6,10.00E-3
93.54E3,-52.30,24.26E-6,10.00E-3
93.76E3,-52.27,24.34E-6,10.00E-3
93.97E3,-52.25,24.41E-6,10.00E-3
94.19E3,-52.22,24.49E-6,10.00E-3
94.41E3,-52.19,24.56E-6,10.00E-3
94.62E3,-52.17,24.64E-6,10.00E-3
94.84E3,-52.14,24.72E-6,10.00E-3
95.06E3,-52.11,24.79E-6,10.00E-3
95.28E3,-52.09,24.87E-6,10.00E-3
95.50E3,-52.06,24.95E-6,10.00E-3
95.72E3,-52.03,25.02E-6,10.00E-3
95.94E3,-52.01,25.10E-6,10.00E-3
96.16E3,-51.98,25.18E-6,10.00E-3
96.38E3,-51.95,25.26E-6,10.00E-3
96.61E3,-51.93,25.33E-6,10.00E-3
96.83E3,-51.90,25.41E-6,10.00E-3
97.05E3,-51.87,25.49E-6,10.00E-3
97.27E3,-51.85,25.57E-6,10.00E-3
97.50E3,-51.82,25.65E-6,10.00E-3
97.72E3,-51.79,25.73E-6,10.00E-3
97.95E3,-51.76,25.81E-6,10.00E-3
98.17E3,-51.74,25.89E-6,10.00E-3
98.40E3,-51.71,25.97E-6,10.00E-3
98.63E3,-51.68,26.05E-6,10.00E-3
98.86E3,-51.66,26.13E-6,10.00E-3
99.08E3,-51.63,26.21E-6,10.00E-3
99.31E3,-51.60,26.29E-6,10.00E-3
99.54E3,-51.58,26.38E-6,10.00E-3
99.77E3,-51.55,26.46E-6,10.00E-3
100.0E3,-51.52,26.54E-6,10.00E-3
100.2E3,-51.50,26.62E-6,10.00E-3
100.5E3,-51.47,26.70E-6,10.00E-3
100.7E3,-51.44,26.79E-6,10.00E-3
100.9E3,-51.41,26.87E-6,10.00E-3
101.2E3,-51.39,26.95E-6,10.00E-3
101.4E3,-51.36,27.04E-6,10.00E-3
101.6E3,-51.33,27.12E-6,10.00E-3
101.9E3,-51.31,27.21E-6,10.00E-3
102.1E3,-51.28,27.29E-6,10.00E-3
102.3E3,-51.25,27.38E-6,10.00E-3
102.6E3,-51.23,27.46E-6,10.00E-3
102.8E3,-51.20,27.55E-6,10.00E-3
103.0E3,-51.17,27.63E-6,10.00E-3
103.3E3,-51.14,27.72E-6,10.00E-3
103.5E3,-51.12,27.81E-6,10.00E-3
103.8E3,-51.09,27.89E-6,10.00E-3
104.0E3,-51.06,27.98E-6,10.00E-3
104.2E3,-51.04,28.07E-6,10.00E-3
104.5E3,-51.01,28.15E-6,10.00E-3
104.7E3,-50.98,28.24E-6,10.00E-3
105.0E3,-50.96,28.33E-6,10.00E-3
105.2E3,-50.93,28.42E-6,10.00E-3
105.4E3,-50.90,28.50E-6,10.00E-3
105.7E3,-50.87,28.59E-6,10.00E-3
105.9E3,-50.85,28.68E-6,10.00E-3
106.2E3,-50.82,28.77E-6,10.00E-3
106.4E3,-50.79,28.86E-6,10.00E-3
106.7E3,-50.77,28.95E-6,10.00E-3
106.9E3,-50.74,29.04E-6,10.00E-3
107.2E3,-50.71,29.13E-6,10.00E-3
107.4E3,-50.69,29.22E-6,10.00E-3
107.6E3,-50.66,29.31E-6,10.00E-3
107.9E3,-50.63,29.40E-6,10.00E-3
108.1E3,-50.61,29.49E-6,10.00E-3
108.4E3,-50.58,29.58E-6,10.00E-3
108.6E3,-50.55,29.68E-6,10.00E-3
108.9E3,-50.53,29.77E-6,10.00E-3
109.1E3,-50.50,29.86E-6,10.00E-3
109.4E3,-50.47,29.95E-6,10.00E-3
109.6E3,-50.44,30.04E-6,10.00E-3
109.9E3,-50.42,30.14E-6,10.00E-3
110.2E3,-50.39,30.23E-6,10.00E-3
110.4E3,-50.36,30.32E-6,10.00E-3
110.7E3,-50.34,30.42E-6,10.00E-3
110.9E3,-50.31,30.51E-6,10.00E-3
111.2E3,-50.28,30.60E-6,10.00E-3
111.4E3,-50.26,30.70E-6,10.00E-3
111.7E3,-50.23,30.79E-6,10.00E-3
111.9E3,-50.20,30.89E-6,10.00E-3
112.2E3,-50.18,30.98E-6,10.00E-3
112.5E3,-50.15,31.08E-6,10.00E-3
112.7E3,-50.13,31.17E-6,10.00E-3
113.0E3,-50.10,31.27E-6,10.00E-3
113.2E3,-50.07,31.36E-6,10.00E-3
113.5E3,-50.05,31.46E-6,10.00E-3
113.8E3,-50.02,31.55E-6,10.00E-3
114.0E3,-49.99,31.65E-6,10.00E-3
114.3E3,-49.97,31.74E-6,10.00E-3
114.6E3,-49.94,31.84E-6,10.00E-3
114.8E3,-49.91,31.94E-6,10.00E-3
115.1E3,-49.89,32.03E-6,10.00E-3
115.3E3,-49.86,32.13E-6,10.00E-3
115.6E3,-49.84,32.23E-6,10.00E-3
115.9E3,-49.81,32.32E-6,10.00E-3
116.1E3,-49.78,32.42E-6,10.00E-3
116.4E3,-49.76,32.52E-6,10.00E-3
116.7E3,-49.73,32.62E-6,10.00E-3
116.9E3,-49.71,32.71E-6,10.00E-3
117.2E3,-49.68,32.81E-6,10.00E-3
117.5E3,-49.65,32.91E-6,10.00E-3
117.8E3,-49.63,33.01E-6,10.00E-3
118.0E3,-49.60,33.10E-6,10.00E-3
118.3E3,-49.58,33.20E-6,10.00E-3
118.6E3,-49.55,33.30E-6,10.00E-3
118.9E3,-49.53,33.40E-6,10.00E-3
119.1E3,-49.50,33.50E-6,10.00E-3
119.4E3,-49.47,33.60E-6,10.00E-3
119.7E3,-49.45,33.69E-6,10.00E-3
119.9E3,-49.42,33.79E-6,10.00E-3
120.2E3,-49.40,33.89E-6,10.00E-3
120.5E3,-49.37,33.99E-6,10.00E-3
120.8E3,-49.35,34.09E-6,10.00E-3
121.1E3,-49.32,34.19E-6,10.00E-3
121.3E3,-49.30,34.29E-6,10.00E-3
121.6E3,-49.27,34.38E-6,10.00E-3
121.9E3,-49.25,34.48E-6,10.00E-3
122.2E3,-49.22,34.58E-6,10.00E-3
122.5E3,-49.20,34.68E-6,10.00E-3
122.7E3,-49.17,34.78E-6,10.00E-3
123.0E3,-49.15,34.88E-6,10.00E-3
123.3E3,-49.12,34.98E-6,10.00E-3
123.6E3,-49.10,35.08E-6,10.00E-3
123.9E3,-49.08,35.18E-6,10.00E-3
124.2E3,-49.05,35.27E-6,10.00E-3
124.5E3,-49.03,35.37E-6,10.00E-3
124.7E3,-49.00,35.47E-6,10.00E-3
125.0E3,-48.98,35.57E-6,10.00E-3
125.3E3,-48.95,35.67E-6,10.00E-3
125.6E3,-48.93,35.77E-6,10.00E-3
125.9E3,-48.91,35.87E-6,10.00E-3
126.2E3,-48.88,35.96E-6,10.00E-3
126.5E3,-48.86,36.06E-6,10.00E-3
126.8E3,-48.84,36.16E-6,10.00E-3
127.1E3,-48.81,36.26E-6,10.00E-3
127.4E3,-48.79,36.36E-6,10.00E-3
127.6E3,-48.77,36.45E-6,10.00E-3
127.9E3,-48.74,36.55E-6,10.00E-3
128.2E3,-48.72,36.65E-6,10.00E-3
128.5E3,-48.70,36.74E-6,10.00E-3
128.8E3,-48.67,36.84E-6,10.00E-3
129.1E3,-48.65,36.94E-6,10.00E-3
129.4E3,-48.63,37.03E-6,10.00E-3
129.7E3,-48.61,37.13E-6,10.00E-3
130.0E3,-48.58,37.23E-6,10.00E-3
130.3E3,-48.56,37.32E-6,10.00E-3
130.6E3,-48.54,37.42E-6,10.00E-3
130.9E3,-48.52,37.51E-6,10.00E-3
131.2E3,-48.49,37.61E-6,10.00E-3
131.5E3,-48.47,37.70E-6,10.00E-3
131.8E3,-48.45,37.80E-6,10.00E-3
132.1E3,-48.43,37.89E-6,10.00E-3
132.4E3,-48.41,37.98E-6,10.00E-3
132.7E3,-48.39,38.08E-6,10.00E-3
133.0E3,-48.37,38.17E-6,10.00E-3
133.4E3,-48.34,38.26E-6,10.00E-3
133.7E3,-48.32,38.35E-6,10.00E-3
134.0E3,-48.30,38.45E-6,10.00E-3
134.3E3,-48.28,38.54E-6,10.00E-3
134.6E3,-48.26,38.63E-6,10.00E-3
134.9E3,-48.24,38.72E-6,10.00E-3
135.2E3,-48.22,38.81E-6,10.00E-3
135.5E3,-48.20,38.90E-6,10.00E-3
135.8E3,-48.18,38.99E-6,10.00E-3
136.1E3,-48.16,39.08E-6,10.00E-3
136.5E3,-48.14,39.16E-6,10.00E-3
136.8E3,-48.12,39.25E-6,10.00E-3
137.1E3,-48.10,39.34E-6,10.00E-3
137.4E3,-48.08,39.43E-6,10.00E-3
137.7E3,-48.07,39.51E-6,10.00E-3
138.0E3,-48.05,39.60E-6,10.00E-3
138.4E3,-48.03,39.68E-6,10.00E-3
138.7E3,-48.01,39.77E-6,10.00E-3
139.0E3,-47.99,39.85E-6,10.00E-3
139.3E3,-47.97,39.93E-6,10.00E-3
139.6E3,-47.96,40.02E-6,10.00E-3
140.0E3,-47.94,40.10E-6,10.00E-3
140.3E3,-47.92,40.18E-6,10.00E-3
140.6E3,-47.90,40.26E-6,10.00E-3
140.9E3,-47.89,40.34E-6,10.00E-3
141.3E3,-47.87,40.42E-6,10.00E-3
141.6E3,-47.85,40.49E-6,10.00E-3
141.9E3,-47.84,40.57E-6,10.00E-3
142.2E3,-47.82,40.65E-6,10.00E-3
142.6E3,-47.80,40.72E-6,10.00E-3
142.9E3,-47.79,40.80E-6,10.00E-3
143.2E3,-47.77,40.87E-6,10.00E-3
143.5E3,-47.76,40.95E-6,10.00E-3
143.9E3,-47.74,41.02E-6,10.00E-3
144.2E3,-47.72,41.09E-6,10.00E-3
144.5E3,-47.71,41.16E-6,10.00E-3
144.9E3,-47.70,41.23E-6,10.00E-3
145.2E3,-47.68,41.30E-6,10.00E-3
145.5E3,-47.67,41.37E-6,10.00E-3
145.9E3,-47.65,41.44E-6,10.00E-3
146.2E3,-47.64,41.50E-6,10.00E-3
146.6E3,-47.62,41.57E-6,10.00E-3
146.9E3,-47.61,41.63E-6,10.00E-3
147.2E3,-47.60,41.70E-6,10.00E-3
147.6E3,-47.58,41.76E-6,10.00E-3
147.9E3,-47.57,41.82E-6,10.00E-3
148.3E3,-47.56,41.88E-6,10.00E-3
148.6E3,-47.55,41.94E-6,10.00E-3
148.9E3,-47.54,42.00E-6,10.00E-3
149.3E3,-47.52,42.06E-6,10.00E-3
149.6E3,-47.51,42.11E-6,10.00E-3
150.0E3,-47.50,42.17E-6,10.00E-3
150.3E3,-47.49,42.22E-6,10.00E-3
150.7E3,-47.48,42.27E-6,10.00E-3
151.0E3,-47.47,42.33E-6,10.00E-3
151.4E3,-47.46,42.38E-6,10.00E-3
151.7E3,-47.45,42.43E-6,10.00E-3
152.1E3,-47.44,42.47E-6,10.00E-3
152.4E3,-47.43,42.52E-6,10.00E-3
152.8E3,-47.42,42.57E-6,10.00E-3
153.1E3,-47.41,42.61E-6,10.00E-3
153.5E3,-47.40,42.66E-6,10.00E-3
153.8E3,-47.39,42.70E-6,10.00E-3
